UDI,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,Mechanical_Power,Temp_Diff,Tool_Stress
7506,Product_5,L,300.5,311.9,1546,39.4,203,0,0,0,0,0,0,60912.4,11.4,7998.2
1449,Product_4,M,299,310.3,1657,31,70,0,0,0,0,0,0,51367,11.3,2170
1338,Product_8,H,298.7,310.2,1613,36,0,0,0,0,0,0,0,58068,11.5,0
2913,Product_3,L,300.7,309.6,1661,30.3,129,0,0,0,0,0,0,50328.3,8.9,3908.7
9312,Product_6,L,298.4,309.4,1540,43.2,141,0,0,0,0,0,0,66528,11,6091.2
3696,Product_3,L,302.2,311.3,1530,37.3,207,1,1,0,0,0,0,57069,9.1,7721.1
6932,Product_10,M,300.8,311.4,1521,39.9,15,0,0,0,0,0,0,60687.9,10.6,598.5
4395,Product_1,L,302.2,310,1483,48.7,20,0,0,0,0,0,0,72222.1,7.8,974
5849,Product_7,L,301.4,311.3,2323,15.9,50,0,0,0,0,0,0,36935.7,9.9,795
3967,Product_10,L,302.3,311.5,1530,37.8,57,0,0,0,0,0,0,57834,9.2,2154.6
788,Product_8,L,296.9,308.1,1435,45.3,62,0,0,0,0,0,0,65005.5,11.2,2808.6
9856,Product_8,L,298.7,309.6,1516,38.5,61,0,0,0,0,0,0,58366,10.9,2348.5
847,Product_6,M,296.4,307.4,1416,50,210,0,0,0,0,0,0,70800,11,10500
6694,Product_10,M,301.8,311,1756,26.7,33,0,0,0,0,0,0,46885.2,9.2,881.1
7016,Product_1,L,300.5,310.5,1452,42.9,29,0,0,0,0,0,0,62290.8,10,1244.1
4488,Product_10,L,302.5,310.5,1436,36.5,43,0,0,0,0,0,0,52414,8,1569.5
3452,Product_1,L,301.6,310.6,1455,43.9,0,0,0,0,0,0,0,63874.5,9,0
8473,Product_8,L,298.5,309.7,1634,37.8,78,0,0,0,0,0,0,61765.2,11.2,2948.4
4284,Product_9,M,301.8,309.9,1334,61,182,1,0,1,0,0,0,81374,8.1,11102
5540,Product_3,H,302.3,311.7,1482,39,127,0,0,0,0,0,0,57798,9.4,4953
4674,Product_10,L,303.4,311.5,1501,36.2,69,0,0,0,0,0,0,54336.2,8.1,2497.8
9110,Product_8,L,297.5,308.6,1513,39.7,32,0,0,0,0,0,0,60066.1,11.1,1270.4
9998,Product_8,M,299,308.6,1645,33.4,22,0,0,0,0,0,0,54943,9.6,734.8
6058,Product_3,L,300.8,310.8,1689,32.9,151,0,0,0,0,0,0,55568.1,10,4967.9
8079,Product_5,L,300.3,311.7,1571,31.2,123,0,0,0,0,0,0,49015.2,11.4,3837.6
3583,Product_9,L,301.8,310.6,1395,50.5,131,0,0,0,0,0,0,70447.5,8.8,6615.5
8486,Product_6,L,298.4,309.5,1450,47.9,112,0,0,0,0,0,0,69455,11.1,5364.8
1904,Product_4,L,297.9,307.6,1968,20.4,171,0,0,0,0,0,0,40147.2,9.7,3488.4
7264,Product_1,L,300.4,310.6,1429,46.9,19,0,0,0,0,0,0,67020.1,10.2,891.1
2170,Product_1,L,299.5,309.1,1415,49.2,8,0,0,0,0,0,0,69618,9.6,393.6
717,Product_6,H,297.4,308.6,1420,45.8,120,0,0,0,0,0,0,65036,11.2,5496
3672,Product_3,M,302.3,311.7,1486,39.6,147,0,0,0,0,0,0,58845.6,9.4,5821.2
1965,Product_6,M,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,65894.5,9.7,5299.7
7177,Product_10,L,300.1,310.1,1650,31.6,19,0,0,0,0,0,0,52140,10,600.4
22,Product_8,L,298.8,309.3,1450,44.8,63,0,0,0,0,0,0,64960,10.5,2822.4
9160,Product_2,M,297.5,308.6,1510,35.5,155,0,0,0,0,0,0,53605,11.1,5502.5
6183,Product_10,L,301,310.8,1475,35.3,19,0,0,0,0,0,0,52067.5,9.8,670.7
9354,Product_8,L,298.2,308.8,1345,44.3,37,0,0,0,0,0,0,59583.5,10.6,1639.1
2898,Product_3,M,300.6,309.5,1530,40.2,93,0,0,0,0,0,0,61506,8.9,3738.6
789,Product_8,M,296.9,308.1,1440,46.3,64,0,0,0,0,0,0,66672,11.2,2963.2
4969,Product_3,M,303.9,312.7,1485,43.3,174,0,0,0,0,0,0,64300.5,8.8,7534.2
3786,Product_10,L,302.3,310.9,1545,36.7,18,0,0,0,0,0,0,56701.5,8.6,660.6
3945,Product_9,L,302.2,311.2,1381,49.4,207,0,0,0,0,0,0,68221.4,9,10225.8
7174,Product_10,L,300.1,310.1,1684,30.8,13,0,0,0,0,0,0,51867.2,10,400.4
7314,Product_5,L,299.9,310.4,1408,38.4,144,0,0,0,0,0,0,54067.2,10.5,5529.6
1509,Product_2,M,298,308.6,1507,37.3,217,0,0,0,0,0,0,56211.1,10.6,8094.1
925,Product_2,L,295.5,306,1800,27.6,208,0,0,0,0,0,0,49680,10.5,5740.8
2494,Product_6,M,299,308.8,1418,45.7,204,0,0,0,0,0,0,64802.6,9.8,9322.8
9531,Product_6,H,299.1,310.4,1405,53.6,86,0,0,0,0,0,0,75308,11.3,4609.6
2130,Product_2,H,299.4,309,1607,33.7,130,0,0,0,0,0,0,54155.9,9.6,4381
3728,Product_7,L,302.3,311.2,1786,24.3,81,0,0,0,0,0,0,43399.8,8.9,1968.3
1739,Product_4,H,298.4,307.9,1948,21.4,136,0,0,0,0,0,0,41687.2,9.5,2910.4
9882,Product_5,L,298.8,309.8,1493,38.5,132,0,0,0,0,0,0,57480.5,11,5082
2816,Product_3,M,300.1,309.4,1569,31.6,124,0,0,0,0,0,0,49580.4,9.3,3918.4
7527,Product_10,L,300.1,311.4,1660,31.4,38,0,0,0,0,0,0,52124,11.3,1193.2
3700,Product_10,L,302.2,311.2,1649,33.2,9,0,0,0,0,0,0,54746.8,9,298.8
9309,Product_6,L,298.4,309.1,1423,48,135,0,0,0,0,0,0,68304,10.7,6480
2238,Product_6,L,299.3,308.6,1403,50.6,189,0,0,0,0,0,0,70991.8,9.3,9563.4
7046,Product_10,M,300.7,310.6,1609,27.6,108,0,0,0,0,0,0,44408.4,9.9,2980.8
813,Product_6,L,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,59407.2,10.8,5683.2
6013,Product_1,H,300.8,310.9,1425,44,33,0,0,0,0,0,0,62700,10.1,1452
1834,Product_6,L,297.8,307.3,1327,61,186,1,0,0,0,1,0,80947,9.5,11346
5088,Product_7,M,304,313,1685,28.2,66,0,0,0,0,0,0,47517,9,1861.2
5479,Product_3,L,302.7,312.2,1611,34.1,186,0,0,0,0,0,0,54935.1,9.5,6342.6
1682,Product_2,M,297.8,307.3,1804,26,222,0,0,0,0,0,0,46904,9.5,5772
3052,Product_1,L,300.2,309.3,1366,49.3,59,0,0,0,0,0,0,67343.8,9.1,2908.7
8362,Product_8,L,298.6,309.5,1450,44.3,7,0,0,0,0,0,0,64235,10.9,310.1
8427,Product_5,L,299.1,310.5,1628,35.9,174,0,0,0,0,0,0,58445.2,11.4,6246.6
5748,Product_10,L,302.1,311.5,1533,39.4,26,0,0,0,0,0,0,60400.2,9.4,1024.4
5794,Product_3,L,301.8,311.3,1471,44.2,148,0,0,0,0,0,0,65018.2,9.5,6541.6
7155,Product_3,L,300.3,310.1,1483,39.9,174,0,0,0,0,0,0,59171.7,9.8,6942.6
6982,Product_5,H,300.8,311.2,1612,32.5,143,0,0,0,0,0,0,52390,10.4,4647.5
9913,Product_1,L,298.6,308.9,1327,58.8,9,0,0,0,0,0,0,78027.6,10.3,529.2
1702,Product_8,L,298,307.7,1479,42.5,47,0,0,0,0,0,0,62857.5,9.7,1997.5
4306,Product_10,L,301.6,310.1,1687,26.6,16,0,0,0,0,0,0,44874.2,8.5,425.6
4615,Product_3,H,303,311.2,1503,37,152,0,0,0,0,0,0,55611,8.2,5624
3469,Product_7,L,301.8,310.7,2092,18.6,51,0,0,0,0,0,0,38911.2,8.9,948.6
8934,Product_8,M,297.3,308.3,1544,41.7,6,0,0,0,0,0,0,64384.8,11,250.2
2625,Product_1,H,299.7,309.5,1375,46.8,86,0,0,0,0,0,0,64350,9.8,4024.8
4320,Product_1,M,301.6,310.2,1411,45.1,54,0,0,0,0,0,0,63636.1,8.6,2435.4
2115,Product_8,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,60549.3,9.7,3572.1
3683,Product_3,L,302.1,311.2,1550,34.8,177,0,0,0,0,0,0,53940,9.1,6159.6
4576,Product_1,M,302.9,311,1437,49.9,55,0,0,0,0,0,0,71706.3,8.1,2744.5
7243,Product_6,H,299.9,310.1,1447,51.4,185,0,0,0,0,0,0,74375.8,10.2,9509
9411,Product_2,M,298,308.5,1666,31,198,0,0,0,0,0,0,51646,10.5,6138
9625,Product_5,H,299,310.1,1555,38.6,118,0,0,0,0,0,0,60023,11.1,4554.8
6016,Product_10,M,300.8,310.8,1520,38,45,0,0,0,0,0,0,57760,10,1710
8884,Product_8,M,297.9,309.2,1529,38.1,96,0,0,0,0,0,0,58254.9,11.3,3657.6
2950,Product_1,M,300.7,309.5,1470,48.7,21,0,0,0,0,0,0,71589,8.8,1022.7
5743,Product_1,L,302.3,311.7,1414,47,11,0,0,0,0,0,0,66458,9.4,517
7017,Product_1,L,300.6,310.5,1509,43.1,31,0,0,0,0,0,0,65037.9,9.9,1336.1
1033,Product_8,L,296.3,307.4,1648,34,60,0,0,0,0,0,0,56032,11.1,2040
2879,Product_10,H,300.5,309.4,1502,34.3,40,0,0,0,0,0,0,51518.6,8.9,1372
3767,Product_9,L,302.3,311.1,1373,53,181,0,0,0,0,0,0,72769,8.8,9593
975,Product_2,L,296,306.6,1511,35.2,119,0,0,0,0,0,0,53187.2,10.6,4188.8
7806,Product_5,L,299.9,311.4,1706,28.8,111,0,0,0,0,0,0,49132.8,11.5,3196.8
3060,Product_1,M,300,309,1368,45.8,81,0,0,0,0,0,0,62654.4,9,3709.8
9077,Product_6,L,297.2,308.1,1474,44.3,152,0,0,0,0,0,0,65298.2,10.9,6733.6
2196,Product_10,L,299.6,308.9,1613,30.8,80,0,0,0,0,0,0,49680.4,9.3,2464
3909,Product_3,L,302.3,311.2,1633,36.4,114,0,0,0,0,0,0,59441.2,8.9,4149.6
1086,Product_6,L,297,307.8,1385,56.4,202,1,0,0,0,1,0,78114,10.8,11392.8
4297,Product_7,L,301.8,310.2,2825,5.8,215,1,0,0,1,0,0,16385,8.4,1247
3150,Product_3,H,300.4,309.7,1500,35.2,112,0,0,0,0,0,0,52800,9.3,3942.4
2923,Product_3,L,300.8,309.7,1481,38.1,153,0,0,0,0,0,0,56426.1,8.9,5829.3
8146,Product_5,M,299.7,310.9,1685,32.1,88,0,0,0,0,0,0,54088.5,11.2,2824.8
498,Product_2,L,297.4,309,1505,39.2,209,0,0,0,0,0,0,58996,11.6,8192.8
6293,Product_10,L,301,310.4,1614,31.6,84,0,0,0,0,0,0,51002.4,9.4,2654.4
2866,Product_10,H,300.7,309.7,1623,32.7,0,0,0,0,0,0,0,53072.1,9,0
3970,Product_10,L,302.3,311.4,1504,38.7,65,0,0,0,0,0,0,58204.8,9.1,2515.5
164,Product_8,M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,64298.4,9.8,87.6
1572,Product_2,L,298.3,308.4,1528,37.3,160,0,0,0,0,0,0,56994.4,10.1,5968
2,Product_8,L,298.2,308.7,1408,46.3,3,0,0,0,0,0,0,65190.4,10.5,138.9
6911,Product_9,L,300.8,311.2,1434,45.6,174,0,0,0,0,0,0,65390.4,10.4,7934.4
2882,Product_10,M,300.6,309.6,1588,37,50,0,0,0,0,0,0,58756,9,1850
7840,Product_5,L,300.3,311.6,1374,47.4,197,0,0,0,0,0,0,65127.6,11.3,9337.8
324,Product_6,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,72274.3,10.7,8982.2
9779,Product_1,H,298.7,309.7,1311,54.5,52,0,0,0,0,0,0,71449.5,11,2834
7081,Product_9,L,300.7,310.4,1543,47.3,203,0,0,0,0,0,0,72983.9,9.7,9601.9
7872,Product_1,L,300.6,312.2,1308,54.7,52,0,0,0,0,0,0,71547.6,11.6,2844.4
315,Product_6,M,297.9,308.5,1300,53,172,0,0,0,0,0,0,68900,10.6,9116
2044,Product_2,M,299.2,309,1597,30.3,115,0,0,0,0,0,0,48389.1,9.8,3484.5
9332,Product_2,L,298.4,308.9,1496,37.9,194,0,0,0,0,0,0,56698.4,10.5,7352.6
7998,Product_4,M,301,312.2,2710,9.7,143,1,0,0,1,0,0,26287,11.2,1387.1
7341,Product_1,L,299.7,310.3,1386,46.6,2,0,0,0,0,0,0,64587.6,10.6,93.2
7943,Product_1,L,300.8,311.7,1432,45.8,6,0,0,0,0,0,0,65585.6,10.9,274.8
5016,Product_7,L,303.9,313,1759,28.4,74,0,0,0,0,0,0,49955.6,9.1,2101.6
3571,Product_1,H,301.8,310.6,1441,46.3,100,0,0,0,0,0,0,66718.3,8.8,4630
233,Product_6,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,67782.4,10.2,8520.4
7178,Product_1,L,300.2,310.2,1415,49.6,21,0,0,0,0,0,0,70184,10,1041.6
9043,Product_8,M,297.3,308.4,1599,32.9,58,0,0,0,0,0,0,52607.1,11.1,1908.2
249,Product_6,L,298,308.3,1362,56.8,216,1,0,0,0,1,0,77361.6,10.3,12268.8
3927,Product_3,L,302.6,311.5,1609,36,162,0,0,0,0,0,0,57924,8.9,5832
8749,Product_2,L,297.3,308.5,1384,39.6,144,0,0,0,0,0,0,54806.4,11.2,5702.4
6555,Product_3,M,301.4,310.7,1639,29.8,127,0,0,0,0,0,0,48842.2,9.3,3784.6
3304,Product_1,L,301.2,310.4,1390,49.9,74,0,0,0,0,0,0,69361,9.2,3692.6
7493,Product_5,M,300.3,311.7,1319,51.4,170,0,0,0,0,0,0,67796.6,11.4,8738
3990,Product_3,L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0,52545.6,9.1,3936
343,Product_8,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,68401.5,10.8,1162.5
2885,Product_1,L,300.6,309.6,1409,42.4,57,0,0,0,0,0,0,59741.6,9,2416.8
9372,Product_6,L,297.7,308.4,1289,51.3,82,0,0,0,0,0,0,66125.7,10.7,4206.6
9233,Product_6,L,298.2,309.1,1350,52,136,0,0,0,0,0,0,70200,10.9,7072
1419,Product_6,L,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,62568,11.1,9954
3503,Product_3,M,301.8,310.9,1346,44.6,142,0,0,0,0,0,0,60031.6,9.1,6333.2
7703,Product_10,M,300.7,311.7,1701,30.8,44,0,0,0,0,0,0,52390.8,11,1355.2
4767,Product_10,M,303.6,312,1645,35.7,81,0,0,0,0,0,0,58726.5,8.4,2891.7
1848,Product_8,L,297.8,307.3,1412,50.7,24,0,0,0,0,0,0,71588.4,9.5,1216.8
2200,Product_1,M,299.8,309.1,1268,58,90,0,0,0,0,0,0,73544,9.3,5220
8151,Product_5,M,299.5,310.7,1424,41.3,101,0,0,0,0,0,0,58811.2,11.2,4171.3
8847,Product_6,M,297.4,308.8,1325,62.4,204,1,1,0,0,1,0,82680,11.4,12729.6
979,Product_2,M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,64549.8,10.6,5456.7
1482,Product_6,M,298.2,309.2,1332,60.2,147,0,0,0,0,0,0,80186.4,11,8849.4
4637,Product_9,L,303,311.3,1466,43,210,0,0,0,0,0,0,63038,8.3,9030
4995,Product_10,M,303.5,312.6,1642,29.4,18,0,0,0,0,0,0,48274.8,9.1,529.2
5818,Product_3,L,301.3,311,1542,35.1,204,0,0,0,0,0,0,54124.2,9.7,7160.4
4133,Product_1,M,301.8,310.3,1409,52.5,26,0,0,0,0,0,0,73972.5,8.5,1365
8526,Product_8,L,298.3,309.4,1378,52.3,12,0,0,0,0,0,0,72069.4,11.1,627.6
4867,Product_7,L,303.6,312.4,1781,28.7,124,0,0,0,0,0,0,51114.7,8.8,3558.8
7694,Product_4,L,300.6,311.6,1964,21.4,15,0,0,0,0,0,0,42029.6,11,321
6312,Product_3,L,300.9,310.3,1446,44.5,135,0,0,0,0,0,0,64347,9.4,6007.5
8325,Product_6,M,298.7,309.5,1394,46,113,0,0,0,0,0,0,64124,10.8,5198
2252,Product_8,H,299.1,308.3,1424,43.4,16,0,0,0,0,0,0,61801.6,9.2,694.4
8446,Product_8,M,298.6,310,1541,36.9,12,0,0,0,0,0,0,56862.9,11.4,442.8
1039,Product_8,L,296.6,307.6,1498,41.1,80,0,0,0,0,0,0,61567.8,11,3288
1085,Product_6,M,297,307.7,1498,47.1,199,0,0,0,0,0,0,70555.8,10.7,9372.9
8550,Product_8,L,298.3,309.3,1558,37.2,73,0,0,0,0,0,0,57957.6,11,2715.6
1110,Product_8,L,296.6,307.5,1557,35.1,60,0,0,0,0,0,0,54650.7,10.9,2106
9257,Product_2,L,298.2,309.1,1569,35.2,199,0,0,0,0,0,0,55228.8,10.9,7004.8
6036,Product_10,M,300.6,310.9,1702,30.3,91,0,0,0,0,0,0,51570.6,10.3,2757.3
2491,Product_6,H,299.1,308.8,1566,46.6,192,0,0,0,0,0,0,72975.6,9.7,8947.2
6532,Product_10,H,301.2,310.7,1656,26.2,64,0,0,0,0,0,0,43387.2,9.5,1676.8
5073,Product_1,L,304.1,313,1408,45.3,28,0,0,0,0,0,0,63782.4,8.9,1268.4
1977,Product_6,M,298.1,307.7,1419,47.4,142,0,0,0,0,0,0,67260.6,9.6,6730.8
4298,Product_3,M,301.8,310.2,1609,34.2,217,0,0,0,0,0,0,55027.8,8.4,7421.4
6505,Product_3,M,301,310.1,1681,27.4,212,0,0,0,0,0,0,46059.4,9.1,5808.8
7749,Product_5,L,300.4,311.7,1515,47.4,170,0,0,0,0,0,0,71811,11.3,8058
3552,Product_7,L,301.9,310.9,1799,24.2,54,0,0,0,0,0,0,43535.8,9,1306.8
8113,Product_1,M,300.4,311.8,1442,45.1,0,0,0,0,0,0,0,65034.2,11.4,0
9244,Product_6,L,298.3,308.8,1454,49,166,0,0,0,0,0,0,71246,10.5,8134
1844,Product_8,L,297.6,307.1,1496,39.2,12,0,0,0,0,0,0,58643.2,9.5,470.4
9644,Product_5,L,299.4,310.4,1509,40.6,175,0,0,0,0,0,0,61265.4,11,7105
3618,Product_10,L,301.8,311,1529,41.6,12,0,0,0,0,0,0,63606.4,9.2,499.2
3082,Product_4,M,300,309.3,1932,21.8,135,0,0,0,0,0,0,42117.6,9.3,2943
9890,Product_5,H,298.8,309.6,1516,40.2,152,0,0,0,0,0,0,60943.2,10.8,6110.4
8766,Product_6,L,297.4,308.8,1353,49.4,188,0,0,0,0,0,0,66838.2,11.4,9287.2
3808,Product_10,M,302.3,311,1546,35.5,70,0,0,0,0,0,0,54883,8.7,2485
8940,Product_8,M,297.3,308.4,1434,44.8,21,0,0,0,0,0,0,64243.2,11.1,940.8
4543,Product_3,M,302.5,310.4,1581,32.7,181,0,0,0,0,0,0,51698.7,7.9,5918.7
6806,Product_3,M,301,310.7,1497,37.6,116,0,0,0,0,0,0,56287.2,9.7,4361.6
8739,Product_2,L,297.3,308.7,1531,36.7,116,0,0,0,0,0,0,56187.7,11.4,4257.2
5652,Product_9,M,302.5,312,1447,45.7,210,0,0,0,0,0,0,66127.9,9.5,9597
5981,Product_3,M,300.6,310.7,1654,32,180,0,0,0,0,0,0,52928,10.1,5760
3038,Product_4,L,300.5,309.7,1887,24.3,28,0,0,0,0,0,0,45854.1,9.2,680.4
132,Product_4,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,48114.9,9.6,3601
9092,Product_2,M,297.2,308,1765,31.1,191,0,0,0,0,0,0,54891.5,10.8,5940.1
1695,Product_8,L,298,307.5,1618,35.2,31,0,0,0,0,0,0,56953.6,9.5,1091.2
8813,Product_8,M,297.2,308.4,1378,41.9,97,0,0,0,0,0,0,57738.2,11.2,4064.3
331,Product_6,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,58576.2,10.8,9008.5
3558,Product_1,M,301.8,310.7,1309,43.3,68,0,0,0,0,0,0,56679.7,8.9,2944.4
4698,Product_3,M,303.5,311.6,1573,34,134,0,0,0,0,0,0,53482,8.1,4556
2111,Product_8,H,299.3,309,1508,35,70,0,0,0,0,0,0,52780,9.7,2450
7994,Product_5,L,301.1,312.3,1595,31.9,134,0,0,0,0,0,0,50880.5,11.2,4274.6
2567,Product_2,M,299.3,309,1420,41.6,155,0,0,0,0,0,0,59072,9.7,6448
3689,Product_9,L,302,311.2,1420,45.8,192,0,0,0,0,0,0,65036,9.2,8793.6
521,Product_8,L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,58535.4,11.9,1520.4
4992,Product_10,M,303.9,313,1475,41,11,0,0,0,0,0,0,60475,9.1,451
3053,Product_1,L,300.1,309.2,1421,42.5,61,0,0,0,0,0,0,60392.5,9.1,2592.5
2607,Product_8,H,299.4,309.3,1534,37.5,39,0,0,0,0,0,0,57525,9.9,1462.5
6816,Product_3,L,300.9,310.7,1427,44.1,141,0,0,0,0,0,0,62930.7,9.8,6218.1
4123,Product_1,L,302.2,310.6,1462,43.6,0,0,0,0,0,0,0,63743.2,8.4,0
9535,Product_5,L,299.3,310.6,1443,45.7,97,0,0,0,0,0,0,65945.1,11.3,4432.9
2043,Product_6,M,299.1,308.9,1397,52.4,112,0,0,0,0,0,0,73202.8,9.8,5868.8
2714,Product_10,M,299.6,309.2,1651,30.8,92,0,0,0,0,0,0,50850.8,9.6,2833.6
3131,Product_4,L,300.1,309.6,1760,25.4,55,0,0,0,0,0,0,44704,9.5,1397
3857,Product_9,M,302.4,311.2,1330,58.6,201,0,0,0,0,0,0,77938,8.8,11778.6
7481,Product_5,M,300.2,311.4,1570,35.3,138,0,0,0,0,0,0,55421,11.2,4871.4
9530,Product_5,L,299.1,310.3,1459,46.7,84,0,0,0,0,0,0,68135.3,11.2,3922.8
8195,Product_6,L,299.4,310.7,1426,45.7,213,0,0,0,0,0,0,65168.2,11.3,9734.1
7325,Product_4,M,299.9,310.4,1820,26.6,175,0,0,0,0,0,0,48412,10.5,4655
8107,Product_5,M,300.4,312,1596,30.4,191,0,0,0,0,0,0,48518.4,11.6,5806.4
745,Product_2,L,296.7,308.1,1450,40.9,195,0,0,0,0,0,0,59305,11.4,7975.5
7737,Product_5,H,300.6,312.1,1354,46.9,138,0,0,0,0,0,0,63502.6,11.5,6472.2
2636,Product_6,H,299.9,309.6,1462,51,119,0,0,0,0,0,0,74562,9.7,6069
8871,Product_8,M,297.9,309.1,1338,49.6,56,0,0,0,0,0,0,66364.8,11.2,2777.6
9403,Product_2,L,297.7,308.1,1734,30.7,177,0,0,0,0,0,0,53233.8,10.4,5433.9
573,Product_6,L,297.8,309.9,1351,49,181,0,0,0,0,0,0,66199,12.1,8869
8520,Product_6,L,298.3,309.6,1420,44.1,197,0,0,0,0,0,0,62622,11.3,8687.7
853,Product_8,M,296.3,307.3,1368,49.5,10,0,0,0,0,0,0,67716,11,495
2805,Product_3,L,300.1,309.5,1450,40.1,100,0,0,0,0,0,0,58145,9.4,4010
1800,Product_8,M,298,307.5,1427,45.1,95,0,0,0,0,0,0,64357.7,9.5,4284.5
3097,Product_3,L,299.9,309.2,1560,38.9,180,0,0,0,0,0,0,60684,9.3,7002
9235,Product_4,L,298.3,309.1,1904,20.3,140,0,0,0,0,0,0,38651.2,10.8,2842
7313,Product_6,L,300,310.5,1412,52.4,142,0,0,0,0,0,0,73988.8,10.5,7440.8
4450,Product_9,M,302.4,310.3,1378,54.3,165,1,0,1,0,0,0,74825.4,7.9,8959.5
1606,Product_8,L,297.8,307.8,1396,42.5,23,0,0,0,0,0,0,59330,10,977.5
4331,Product_10,L,301.5,309.8,1549,38.5,81,0,0,0,0,0,0,59636.5,8.3,3118.5
7012,Product_4,L,300.5,310.5,2633,12.2,17,1,0,0,1,0,0,32122.6,10,207.4
5720,Product_3,L,302.3,312,1398,43.3,171,0,0,0,0,0,0,60533.4,9.7,7404.3
7353,Product_8,M,299.7,310.2,1440,42.8,30,0,0,0,0,0,0,61632,10.5,1284
9017,Product_6,L,297.3,308.2,1396,52.7,212,1,0,0,0,1,0,73569.2,10.9,11172.4
3014,Product_9,L,300.5,309.6,1390,48.4,194,0,0,0,0,0,0,67276,9.1,9389.6
9038,Product_4,L,297.3,308.2,1896,24.4,47,0,0,0,0,0,0,46262.4,10.9,1146.8
4467,Product_3,L,302.8,310.6,1470,41.1,205,0,0,0,0,0,0,60417,7.8,8425.5
6281,Product_10,M,301.2,310.7,1527,41.1,53,0,0,0,0,0,0,62759.7,9.5,2178.3
8367,Product_4,M,298.9,309.8,1836,22.8,18,0,0,0,0,0,0,41860.8,10.9,410.4
4544,Product_3,M,302.6,310.5,1542,39.9,184,0,0,0,0,0,0,61525.8,7.9,7341.6
7499,Product_5,M,300.2,311.8,1748,28.5,184,0,0,0,0,0,0,49818,11.6,5244
149,Product_6,M,298.3,308.3,1379,48,181,0,0,0,0,0,0,66192,10,8688
6216,Product_3,L,301.1,310.8,1521,41,99,0,0,0,0,0,0,62361,9.7,4059
1051,Product_2,L,296.6,307.6,1671,28.8,108,0,0,0,0,0,0,48124.8,11,3110.4
4601,Product_3,L,303,311,1359,44.2,115,1,0,1,0,0,0,60067.8,8,5083
1046,Product_6,H,296.4,307.5,1403,52.8,94,0,0,0,0,0,0,74078.4,11.1,4963.2
7311,Product_5,L,300,310.5,1606,33.5,135,0,0,0,0,0,0,53801,10.5,4522.5
8280,Product_4,L,298.8,310.6,1803,25.4,209,0,0,0,0,0,0,45796.2,11.8,5308.6
1751,Product_2,M,298.4,307.8,1617,31.6,173,0,0,0,0,0,0,51097.2,9.4,5466.8
7635,Product_5,M,300.3,311.3,1506,40.7,98,0,0,0,0,0,0,61294.2,11,3988.6
9828,Product_6,M,298.3,309.3,1376,57,198,0,0,0,0,0,0,78432,11,11286
39,Product_6,H,298.9,309.2,1379,50.7,106,0,0,0,0,0,0,69915.3,10.3,5374.2
4428,Product_9,M,302.4,310.1,1379,48.9,107,1,0,1,0,0,0,67433.1,7.7,5232.3
3252,Product_3,L,301.1,309.6,1501,36.1,156,0,0,0,0,0,0,54186.1,8.5,5631.6
6625,Product_3,L,301.7,310.7,1532,39.8,92,0,0,0,0,0,0,60973.6,9,3661.6
7401,Product_5,M,299.6,310.6,1633,34.2,151,0,0,0,0,0,0,55848.6,11,5164.2
7475,Product_4,L,300.3,311.7,1989,22.3,121,0,0,0,0,0,0,44354.7,11.4,2698.3
686,Product_8,M,297.7,309,1636,29.7,32,0,0,0,0,0,0,48589.2,11.3,950.4
4964,Product_7,L,303.9,312.7,1789,24.4,163,0,0,0,0,0,0,43651.6,8.8,3977.2
4454,Product_9,L,302.4,310.2,1400,53.7,175,0,0,0,0,0,0,75180,7.8,9397.5
1075,Product_2,L,297,307.9,1595,31.7,170,0,0,0,0,0,0,50561.5,10.9,5389
3171,Product_3,M,300.4,309.7,1685,32.3,167,0,0,0,0,0,0,54425.5,9.3,5394.1
4084,Product_3,M,302,310.4,1567,36.4,114,0,0,0,0,0,0,57038.8,8.4,4149.6
3669,Product_3,L,302.3,311.7,1510,38.7,141,0,0,0,0,0,0,58437,9.4,5456.7
6365,Product_8,M,299.9,309.6,1489,41.7,56,0,0,0,0,0,0,62091.3,9.7,2335.2
9493,Product_5,L,299.1,309.9,1586,36.6,215,0,0,0,0,0,0,58047.6,10.8,7869
7193,Product_1,M,300.2,310.2,1429,43.8,54,0,0,0,0,0,0,62590.2,10,2365.2
10,Product_4,M,298.5,309,1741,28,21,0,0,0,0,0,0,48748,10.5,588
4213,Product_1,M,302,310.6,1392,60.5,10,0,0,0,0,0,0,84216,8.6,605
